,transcript_path,agent_positive_min,agent_positive_max,agent_positive_mean,agent_neutral_min,agent_neutral_max,agent_neutral_mean,agent_negative_min,agent_negative_max,agent_negative_mean,agent_positive_end,caller_positive_min,caller_positive_max,caller_positive_mean,caller_neutral_min,caller_neutral_max,caller_neutral_mean,caller_negative_min,caller_negative_max,caller_negative_mean,caller_positive_end,metadata_path,task_type,end_time_ms,sid,start_time_ms,code
23b593b0a64c4c4d.json,../github/gridspace-stanford-harper-valley/data/transcript/23b593b0a64c4c4d.json,0.38918495178222656,0.6781259179115295,0.5778827786445617,0.3082168996334076,0.4829733073711395,0.36351882219314574,0.013657191768288612,0.1278417706489563,0.058598407357931134,1,0.12344536185264587,0.5922107100486755,0.2405155211687088,0.3541238307952881,0.5328104496002197,0.47354652285575866,0.0536654032766819,0.43404996395111084,0.2859379269182682,0,../github/gridspace-stanford-harper-valley/data/metadata/23b593b0a64c4c4d.json,schedule appointment,1590861535956,23b593b0a64c4c4d,1590861485768,300
5307a8cde04a4253.json,../github/gridspace-stanford-harper-valley/data/transcript/5307a8cde04a4253.json,0.11236754059791565,0.659761369228363,0.3794782519340515,0.3107185661792755,0.6114062070846558,0.4574319690465927,0.029520031064748764,0.4107958972454071,0.16308978833258153,0,0.0,0.7965602874755859,0.31657361558505465,0.199327751994133,1.0,0.5240191072225571,0.0,0.3949662446975708,0.15940727632758872,1,../github/gridspace-stanford-harper-valley/data/metadata/5307a8cde04a4253.json,schedule appointment,1590863097281,5307a8cde04a4253,1590863039196,301
c0c8d261058841ac.json,../github/gridspace-stanford-harper-valley/data/transcript/c0c8d261058841ac.json,0.1758655458688736,0.7229115962982178,0.40088482532236314,0.26487040519714355,0.6422915458679199,0.45566020409266156,0.01221809908747673,0.2749863564968109,0.1434549947993623,0,0.09970373660326004,0.24411113560199738,0.1763335719704628,0.4339092969894409,0.5830682516098022,0.5208807229995728,0.17282065749168396,0.46638697385787964,0.30278573632240297,0,../github/gridspace-stanford-harper-valley/data/metadata/c0c8d261058841ac.json,schedule appointment,1584309963860,c0c8d261058841ac,1584309911780,310
262998bbb58c4aa4.json,../github/gridspace-stanford-harper-valley/data/transcript/262998bbb58c4aa4.json,0.0,0.6669751405715942,0.2642026681985174,0.3196122348308563,1.0,0.622215102825846,0.0,0.28115713596343994,0.11358222398640853,1,0.0,0.5209344625473022,0.24944548401981592,0.36523571610450745,1.0,0.54979083314538,0.0,0.46055060625076294,0.20076365862041712,0,../github/gridspace-stanford-harper-valley/data/metadata/262998bbb58c4aa4.json,pay bill,1590864124254,262998bbb58c4aa4,1590864051628,400
240368ab6cb14c33.json,../github/gridspace-stanford-harper-valley/data/transcript/240368ab6cb14c33.json,0.0,0.6589703559875488,0.2987505656022292,0.3207045793533325,1.0,0.548209146811412,0.0,0.33813947439193726,0.15304028214170382,0,0.0,0.6983622312545776,0.32810640449707323,0.2809620797634125,1.0,0.5241383612155914,0.0,0.42293810844421387,0.14775521494448185,1,../github/gridspace-stanford-harper-valley/data/metadata/240368ab6cb14c33.json,pay bill,1584310747097,240368ab6cb14c33,1584310646850,401
22b45adfc12b4c93.json,../github/gridspace-stanford-harper-valley/data/transcript/22b45adfc12b4c93.json,0.12639665603637695,0.6572818160057068,0.39595374651253223,0.32027432322502136,0.6644312143325806,0.45327363908290863,0.020189233124256134,0.3686593472957611,0.15077260392718017,1,0.0,0.5722336173057556,0.2395664807409048,0.3609694838523865,1.0,0.5488121397793293,0.0,0.5056836605072021,0.21162134315818548,0,../github/gridspace-stanford-harper-valley/data/metadata/22b45adfc12b4c93.json,transfer money,1584312525454,22b45adfc12b4c93,1584312468565,500
df02b8f3525e4988.json,../github/gridspace-stanford-harper-valley/data/transcript/df02b8f3525e4988.json,0.15992522239685059,0.6970095038414001,0.4264124458034833,0.2903560400009155,0.6410486102104187,0.4476980119943619,0.01263450551778078,0.30586692690849304,0.12588953614855805,1,0.05289328470826149,0.6325703859329224,0.3454808917428766,0.33265015482902527,0.558650016784668,0.4443029122693198,0.03477941080927849,0.517894446849823,0.21021621035678045,1,../github/gridspace-stanford-harper-valley/data/metadata/df02b8f3525e4988.json,transfer money,1590862576169,df02b8f3525e4988,1590862519979,501
637938e7c1194810.json,../github/gridspace-stanford-harper-valley/data/transcript/637938e7c1194810.json,0.0,0.6483836770057678,0.31039293323244366,0.33052772283554077,1.0,0.5376193480832236,0.0,0.303496390581131,0.15198770404926368,1,0.052993301302194595,0.4203597903251648,0.20131656154990196,0.45173728466033936,0.46879369020462036,0.461599866549174,0.12790291011333466,0.47821295261383057,0.3370835433403651,0,../github/gridspace-stanford-harper-valley/data/metadata/637938e7c1194810.json,transfer money,1584313299341,637938e7c1194810,1584313263609,510
e02b6dc778204aff.json,../github/gridspace-stanford-harper-valley/data/transcript/e02b6dc778204aff.json,0.0,0.6713570952415466,0.4506739675998688,0.30526381731033325,1.0,0.5087753236293793,0.0,0.11546202749013901,0.04055073019117117,0,0.10338910669088364,0.4537946879863739,0.23703976223866144,0.4335075616836548,0.5612049102783203,0.49960096677144367,0.11269775032997131,0.3419741094112396,0.26335929830869037,0,../github/gridspace-stanford-harper-valley/data/metadata/e02b6dc778204aff.json,get branch hours,1590863651505,e02b6dc778204aff,1590863615357,600
7566f84c17404dba.json,../github/gridspace-stanford-harper-valley/data/transcript/7566f84c17404dba.json,0.1806819885969162,0.6801836490631104,0.5075794868171215,0.3010156750679016,0.5475109815597534,0.3968386948108673,0.017871294170618057,0.2718070447444916,0.09558181278407574,1,0.12534618377685547,0.7021849751472473,0.3683210611343384,0.26619160175323486,0.5134578943252563,0.42479822039604187,0.031623367220163345,0.3611959218978882,0.20688069487611452,1,../github/gridspace-stanford-harper-valley/data/metadata/7566f84c17404dba.json,get branch hours,1591059989826,7566f84c17404dba,1591059957263,601
c775d3f5dc5a4978.json,../github/gridspace-stanford-harper-valley/data/transcript/c775d3f5dc5a4978.json,0.0,0.6705362200737,0.4605675935745239,0.30534279346466064,1.0,0.5062134936451912,0.0,0.0914710983633995,0.033218934666365385,0,0.1044953241944313,0.19899436831474304,0.1511500502626101,0.4995976388454437,0.5660620927810669,0.539895643790563,0.24697843194007874,0.35044190287590027,0.30895429849624634,0,../github/gridspace-stanford-harper-valley/data/metadata/c775d3f5dc5a4978.json,get branch hours,1590862621177,c775d3f5dc5a4978,1590862587463,610
4c0ad06f41f04921.json,../github/gridspace-stanford-harper-valley/data/transcript/4c0ad06f41f04921.json,0.14703091979026794,0.6936533451080322,0.4510754346847534,0.2929862439632416,0.6262727379798889,0.4265267014503479,0.013360416516661644,0.24510420858860016,0.12239789254963399,1,0.1556452065706253,0.6664319038391113,0.40352075919508934,0.3006342649459839,0.5389261245727539,0.4200679361820221,0.032933831214904785,0.33376461267471313,0.1764113251119852,0,../github/gridspace-stanford-harper-valley/data/metadata/4c0ad06f41f04921.json,check balance,1590861091853,4c0ad06f41f04921,1590861052346,700
75cafd7d45174350.json,../github/gridspace-stanford-harper-valley/data/transcript/75cafd7d45174350.json,0.07283353060483932,0.7028405666351318,0.4618963494896889,0.2718481421470642,0.5620187520980835,0.3941861569881439,0.02189791388809681,0.36514776945114136,0.14391752444207667,1,0.0,0.7725834250450134,0.32711997628211975,0.2215212732553482,1.0,0.5944517503182093,0.0,0.30303096771240234,0.07842827143354549,1,../github/gridspace-stanford-harper-valley/data/metadata/75cafd7d45174350.json,check balance,1584314056057,75cafd7d45174350,1584313990882,701
6ace9cd5b88d4c30.json,../github/gridspace-stanford-harper-valley/data/transcript/6ace9cd5b88d4c30.json,0.0,0.6827638745307922,0.3693323475973947,0.3040943741798401,1.0,0.5270141916615623,0.0,0.2483193576335907,0.10365344331200634,0,0.0756935104727745,0.19477662444114685,0.14814106971025467,0.4409489333629608,0.5477517247200012,0.510217422246933,0.2574717402458191,0.4833575189113617,0.341641503572464,0,../github/gridspace-stanford-harper-valley/data/metadata/6ace9cd5b88d4c30.json,check balance,1591058861283,6ace9cd5b88d4c30,1591058804243,710
